subcategoria,descricao_subcategoria,categoria,descricao_categoria,capitulo,descricao_capitulo,causa_violencia,causa_overdose,cid_datasus
T451,Intoxicação por drogas antineoplásicas e imunomupressoras,T45,"Intoxicação por substâncias de ação essencialmente sistêmica e substâncias hematológicas, não classificadas em outra parte",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T458,Intoxicação por outras substâncias primariamente sistêmicas e hematológicas,T45,"Intoxicação por substâncias de ação essencialmente sistêmica e substâncias hematológicas, não classificadas em outra parte",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T468,"Intoxicação por drogas antivaricosas, incluindo substâncias esclerosantes",T46,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T461,Intoxicação por bloqueadores dos canais de cálcio,T46,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T463,"Intoxicação por vasodilatadores coronarianos, não classificados em outra parte",T46,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T465,Intoxicação por outras drogas anti-hipertensivas não classificadas em outra parte,T46,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T462,Intoxicação por outras drogas antidisrítmicas não classificadas em outra parte,T46,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T466,Intoxicação por drogas antihiperlipêmicas e antiarterioscleróticas,T46,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T467,Intoxicação por vasodilatadores periféricos,T46,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T460,Intoxicação por glicosídeos estimulantes do coração e substâncias de ação semelhante,T46,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T464,Intoxicação por inibidores da enzima de conversão da angiotensina,T46,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T469,Intoxicação por outras substâncias e as não especificadas que agem essencialmente sobre o aparelho circulatório,T46,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T476,Intoxicação por drogas antidiarréicas,T47,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T472,Intoxicação por laxativos estimulantes,T47,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T473,Intoxicação por laxativos salinos e osmóticos,T47,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T477,Intoxicação por eméticos,T47,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T479,Intoxicação por substância não especificada que atua primariamente sobre o aparelho gastrointestinal,T47,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T471,Intoxicação por outros antiácidos e drogas que inibem a secreção gástrica,T47,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T470,Intoxicação por antagonistas dos receptores H2 da histamina,T47,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T475,Intoxicação por digestivos,T47,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T474,Intoxicação por outros laxativos,T47,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T478,Intoxicação por outras substâncias que atuam primariamente sobre o aparelho gastrintestinal,T47,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T480,Intoxicação por drogas ocitócicas,T48,Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T486,Intoxicação por antiasmáticos não classificados em outra parte,T48,Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T487,Intoxicação por outras substâncias e as não especificadas que atuam primariamente sobre o aparelho respiratório,T48,Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T484,Intoxicação por expectorantes,T48,Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T485,Intoxicação por drogas anti-resfriado,T48,Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T482,Intoxicação por outras substâncias e as não especificadas que atuam sobre os músculos,T48,Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T481,Intoxicação por relaxantes musculares esqueléticos [bloqueadores neuromusculares],T48,Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T483,Intoxicação por antitussígenos,T48,Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório,XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T497,Intoxicação por drogas dentárias de uso tópico,T49,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T498,Intoxicação por outras drogas de uso tópico,T49,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T496,Intoxicação por drogas e preparações de uso otorrinolaringológico,T49,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T493,"Intoxicação por emolientes, demulcentes e protetores",T49,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T499,"Intoxicação por preparado de uso tópico, não especificado",T49,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T492,Intoxicação por adstringentes e detergentes de uso local,T49,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T495,Intoxicação por drogas e preparações de uso oftalmológico,T49,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T490,"Intoxicação por antifúngicos, antiinfecciosos e antiinflamatórios de uso tópico, não classificados em outra parte",T49,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T494,"Intoxicação por ceratolíticos, ceratoplásticos e outras drogas e preparados para o tratamento dos cabelos",T49,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T491,Intoxicação por antipruriginosos,T49,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T502,"Intoxicação por inibidores da anidrase carbônica, benzotiazidas e outros diuréticos",T50,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T501,Intoxicação por diuréticos de alça,T50,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T503,"Intoxicação por produtos que agem sobre o equilíbrio eletrolítico, calórico e hídrico",T50,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T500,Intoxicação por mineralocorticóides e seus antagonistas,T50,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T506,Intoxicação por antídotos e quelantes não classificados em outra parte,T50,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T504,Intoxicação por drogas que agem sobre o metabolismo do ácido úrico,T50,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T509,"Intoxicação por outras drogas, medicamentos e substâncias biológicas e as não especificadas",T50,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T505,Intoxicação por inibidores do apetite,T50,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T507,Intoxicação por analépticos e antagonistas dos receptores de opiáceos,T50,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
T508,Intoxicação por agentes de diagnóstico,T50,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas",XIX,"Lesões, envenenamentos e algumas outras consequências de causas externas",0,1,0
X428,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - outros locais especificados,X42,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,XX,Causas externas de morbidade e de mortalidade,0,1,0
X421,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - habitação coletiva,X42,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,XX,Causas externas de morbidade e de mortalidade,0,1,0
X426,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - áreas industriais e em construção,X42,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,XX,Causas externas de morbidade e de mortalidade,0,1,0
X420,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - residência,X42,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,XX,Causas externas de morbidade e de mortalidade,0,1,0
X422,"Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - escolas, outras instituições e áreas de administração pública",X42,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,XX,Causas externas de morbidade e de mortalidade,0,1,0
X427,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - fazenda,X42,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,XX,Causas externas de morbidade e de mortalidade,0,1,0
X424,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - rua e estrada,X42,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,XX,Causas externas de morbidade e de mortalidade,0,1,0
X425,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - áreas de comércio e de serviços,X42,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,XX,Causas externas de morbidade e de mortalidade,0,1,0
X429,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - local não especificado,X42,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,XX,Causas externas de morbidade e de mortalidade,0,1,0
X423,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - área para a prática de esportes e atletismo,X42,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,XX,Causas externas de morbidade e de mortalidade,0,1,0
X436,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - áreas industriais e em construção,X43,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,XX,Causas externas de morbidade e de mortalidade,0,1,0
X432,"Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - escolas, outras instituições e áreas de administração pública",X43,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,XX,Causas externas de morbidade e de mortalidade,0,1,0
X434,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - rua e estrada,X43,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,XX,Causas externas de morbidade e de mortalidade,0,1,0
X430,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - residência,X43,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,XX,Causas externas de morbidade e de mortalidade,0,1,0
X438,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - outros locais especificados,X43,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,XX,Causas externas de morbidade e de mortalidade,0,1,0
X433,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - área para a prática de esportes e atletismo,X43,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,XX,Causas externas de morbidade e de mortalidade,0,1,0
X437,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - fazenda,X43,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,XX,Causas externas de morbidade e de mortalidade,0,1,0
X435,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - áreas de comércio e de serviços,X43,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,XX,Causas externas de morbidade e de mortalidade,0,1,0
X431,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - habitação coletiva,X43,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,XX,Causas externas de morbidade e de mortalidade,0,1,0
X439,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - local não especificado,X43,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,XX,Causas externas de morbidade e de mortalidade,0,1,0
X442,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - escolas, outras instituições e áreas de administração pública",X44,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas",XX,Causas externas de morbidade e de mortalidade,0,1,0
X449,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - local não especificado",X44,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas",XX,Causas externas de morbidade e de mortalidade,0,1,0
X447,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - fazenda",X44,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas",XX,Causas externas de morbidade e de mortalidade,0,1,0
X440,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - residência",X44,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas",XX,Causas externas de morbidade e de mortalidade,0,1,0
X446,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - áreas industriais e em construção",X44,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas",XX,Causas externas de morbidade e de mortalidade,0,1,0
X445,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - áreas de comércio e de serviços",X44,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas",XX,Causas externas de morbidade e de mortalidade,0,1,0
X444,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - rua e estrada",X44,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas",XX,Causas externas de morbidade e de mortalidade,0,1,0
X448,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - outros locais especificados",X44,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas",XX,Causas externas de morbidade e de mortalidade,0,1,0
X441,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - habitação coletiva",X44,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas",XX,Causas externas de morbidade e de mortalidade,0,1,0
X443,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - área para a prática de esportes e atletismo",X44,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas",XX,Causas externas de morbidade e de mortalidade,0,1,0
X455,Envenenamento [intoxicação] acidental por e exposição ao álcool - áreas de comércio e de serviços,X45,Envenenamento [intoxicação] acidental por e exposição ao álcool,XX,Causas externas de morbidade e de mortalidade,0,1,0
X452,"Envenenamento [intoxicação] acidental por e exposição ao álcool - escolas, outras instituições e áreas de administração pública",X45,Envenenamento [intoxicação] acidental por e exposição ao álcool,XX,Causas externas de morbidade e de mortalidade,0,1,0
X456,Envenenamento [intoxicação] acidental por e exposição ao álcool - áreas industriais e em construção,X45,Envenenamento [intoxicação] acidental por e exposição ao álcool,XX,Causas externas de morbidade e de mortalidade,0,1,0
X454,Envenenamento [intoxicação] acidental por e exposição ao álcool - rua e estrada,X45,Envenenamento [intoxicação] acidental por e exposição ao álcool,XX,Causas externas de morbidade e de mortalidade,0,1,0
X450,Envenenamento [intoxicação] acidental por e exposição ao álcool - residência,X45,Envenenamento [intoxicação] acidental por e exposição ao álcool,XX,Causas externas de morbidade e de mortalidade,0,1,0
X459,Envenenamento [intoxicação] acidental por e exposição ao álcool - local não especificado,X45,Envenenamento [intoxicação] acidental por e exposição ao álcool,XX,Causas externas de morbidade e de mortalidade,0,1,0
X458,Envenenamento [intoxicação] acidental por e exposição ao álcool - outros locais especificados,X45,Envenenamento [intoxicação] acidental por e exposição ao álcool,XX,Causas externas de morbidade e de mortalidade,0,1,0
X451,Envenenamento [intoxicação] acidental por e exposição ao álcool - habitação coletiva,X45,Envenenamento [intoxicação] acidental por e exposição ao álcool,XX,Causas externas de morbidade e de mortalidade,0,1,0
X453,Envenenamento [intoxicação] acidental por e exposição ao álcool - área para a prática de esportes e atletismo,X45,Envenenamento [intoxicação] acidental por e exposição ao álcool,XX,Causas externas de morbidade e de mortalidade,0,1,0
X457,Envenenamento [intoxicação] acidental por e exposição ao álcool - fazenda,X45,Envenenamento [intoxicação] acidental por e exposição ao álcool,XX,Causas externas de morbidade e de mortalidade,0,1,0
X465,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - áreas de comércio e de serviços,X46,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X466,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - áreas industriais e em construção,X46,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X467,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - fazenda,X46,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X468,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - outros locais especificados,X46,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X469,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - local não especificado,X46,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X463,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - área para a prática de esportes e atletismo,X46,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X460,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - residência,X46,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X461,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - habitação coletiva,X46,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X464,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - rua e estrada,X46,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X462,"Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - escolas, outras instituições e áreas de administração pública",X46,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X470,Intoxicação acidental por e exposição a outros gases e vapores - residência,X47,Intoxicação acidental por e exposição a outros gases e vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X471,Intoxicação acidental por e exposição a outros gases e vapores - habitação coletiva,X47,Intoxicação acidental por e exposição a outros gases e vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X475,Intoxicação acidental por e exposição a outros gases e vapores - áreas de comércio e de serviços,X47,Intoxicação acidental por e exposição a outros gases e vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X476,Intoxicação acidental por e exposição a outros gases e vapores - áreas industriais e em construção,X47,Intoxicação acidental por e exposição a outros gases e vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X478,Intoxicação acidental por e exposição a outros gases e vapores - outros locais especificados,X47,Intoxicação acidental por e exposição a outros gases e vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X474,Intoxicação acidental por e exposição a outros gases e vapores - rua e estrada,X47,Intoxicação acidental por e exposição a outros gases e vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X472,"Intoxicação acidental por e exposição a outros gases e vapores - escolas, outras instituições e áreas de administração pública",X47,Intoxicação acidental por e exposição a outros gases e vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X477,Intoxicação acidental por e exposição a outros gases e vapores - fazenda,X47,Intoxicação acidental por e exposição a outros gases e vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X479,Intoxicação acidental por e exposição a outros gases e vapores - local não especificado,X47,Intoxicação acidental por e exposição a outros gases e vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X473,Intoxicação acidental por e exposição a outros gases e vapores - área para a prática de esportes e atletismo,X47,Intoxicação acidental por e exposição a outros gases e vapores,XX,Causas externas de morbidade e de mortalidade,0,1,0
X483,Envenenamento [intoxicação] acidental por e exposição a pesticidas - área para a prática de esportes e atletismo,X48,Envenenamento [intoxicação] acidental por e exposição a pesticidas,XX,Causas externas de morbidade e de mortalidade,0,1,0
X489,Envenenamento [intoxicação] acidental por e exposição a pesticidas - local não especificado,X48,Envenenamento [intoxicação] acidental por e exposição a pesticidas,XX,Causas externas de morbidade e de mortalidade,0,1,0
X487,Envenenamento [intoxicação] acidental por e exposição a pesticidas - fazenda,X48,Envenenamento [intoxicação] acidental por e exposição a pesticidas,XX,Causas externas de morbidade e de mortalidade,0,1,0
X482,"Envenenamento [intoxicação] acidental por e exposição a pesticidas - escolas, outras instituições e áreas de administração pública",X48,Envenenamento [intoxicação] acidental por e exposição a pesticidas,XX,Causas externas de morbidade e de mortalidade,0,1,0
